,sso_name,sso_number
1935,2003 VS2,84922.0
11584,Orcus,90482.0
14954,2002 UX25,55637.0
15663,2015 KZ120,517717.0
29332,Eris,136199.0
42427,Huya,38628.0
62870,2005 RR43,145453.0
62902,Pluto,134340.0
64173,Makemake,136472.0
81213,1995 SM55,24835.0
90530,2013 LU28,468861.0
92374,2002 TX300,55636.0
94907,2004 XA192,230965.0
96671,Haumea,136108.0
108326,2003 OP32,120178.0
112309,1999 OX3,44594.0
118817,2005 RN43,145452.0
121821,2010 TY53,523643.0
